Fecha,Totales,Infectados,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,173.0,3.0,1.0,0.0
2020-03-20,191.89581593080428,82.86664814535067,102.60020196930112,1.0,5.428965816152508
2020-03-21,208.96762286094892,49.6296973189855,150.62337615886884,1.3257379489691505,7.388811434125396
2020-03-22,245.24353162750492,55.7751678956166,179.62492072867386,1.7690666350166744,8.074376368197838
2020-03-23,297.9990353432167,74.66928740803036,212.20432118967727,2.253529217108544,8.871897528400604
2020-03-24,367.28918911073265,98.62734224145223,255.70777047605637,2.7858430688125817,10.168233324411549
2020-03-25,456.9822173039668,128.44321623520167,313.0796274709764,3.3959370682772723,12.063436529511442
2020-03-26,573.2171159865106,166.6995940572236,387.7271118683743,4.119743260047959,14.6706668008649
2020-03-27,724.0249668786278,216.30328521521818,484.5509194231713,4.999983268099855,18.170778972138372
2020-03-28,919.7445534549472,280.7040623382776,610.1357546270183,6.090230006428158,22.814506483223198
2020-03-29,1173.7547443584276,364.29740895629345,773.0669804105349,7.45910039542155,28.931254596177723
2020-03-30,1503.4114655814726,472.78734584941554,984.4796492981533,9.19497567119221,36.94949476271112
2020-03-31,1931.2396240980424,613.5839351517799,1258.817605168562,11.411945356954877,47.42613842074561
2020-04-01,2486.4717748395005,796.3062010636703,1614.8231412330106,14.257513662199617,61.08491888061991
2020-04-02,3207.0437935338578,1033.436730740031,2076.8184275416615,17.92260879503681,78.86602645712834
2020-04-03,4142.184555370093,1341.1728695210911,2676.3666865802297,22.654570382464506,101.99042888630879
2020-04-04,5355.7757394563005,1740.5312770626217,3454.4271527275887,28.773996115643033,132.0433135504479
2020-04-05,6930.709963695433,2258.780232316551,4464.150790516535,36.69659492866991,171.08234593367564
2020-04-06,8974.542918656953,2931.2963779691613,5774.506903823429,46.96153568469044,221.7781011796729
2020-04-07,11626.82219074067,3803.9709153094386,7474.98686188612,60.26822175547082,287.5961917896405
