Fecha,Totales,Infectados,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,173.0,3.0,1.0,0.0
2020-03-20,217.9634938097119,108.93432602425818,102.60020196930112,1.0,5.428965816152508
2020-03-21,264.91096286760956,89.74721932725915,165.63115639938837,1.3257379489691505,8.20684919199282
2020-03-22,318.98488506578127,89.33515449074524,217.77675579806262,1.818148900488719,10.05482587648467
2020-03-23,378.4147487033036,94.5291977227883,269.7923023476672,2.4214384530778,11.671810179770226
2020-03-24,442.0269606879693,100.75225960195675,324.8919678304969,3.1217470638640132,13.260986191651789
2020-03-25,509.43836190227813,106.9964586284187,383.666569799661,3.9174062353631203,14.857927238835408
2020-03-26,580.6835457319252,113.28355571972158,446.1287277840827,4.808881869693245,16.46238035842775
2020-03-27,655.954104600406,119.77909966901493,512.3035749170382,5.796624691198909,18.074805323153953
2020-03-28,731.7100999134301,122.8166027489319,582.3115813641334,6.881113010588148,19.700802789776745
2020-03-29,806.8864946717866,123.43042191794152,654.1626582090448,8.06316117797475,21.230253366825476
2020-03-30,881.2943197688384,122.90301872916184,726.4558334371706,9.336976379984284,22.598491222521492
2020-03-31,954.9695224458596,121.96318224176785,798.5247279399921,10.69288585333557,23.78872641076437
2020-04-01,1027.9686306920944,120.91783076939875,870.1215699336586,12.120209437981428,24.809020551055653
2020-04-02,1100.327694938781,119.86707341994446,941.1757553586945,13.608750671044767,25.67611548909687
2020-04-03,1172.0653819254298,118.83285886801188,1011.6752863697529,15.149317600390583,26.407919087274315
2020-04-04,1243.1914554436664,117.81490768986959,1081.6218401498984,16.73379274562704,27.0209148582714
2020-04-05,1313.7121743334746,116.80960514969459,1151.017889055063,18.355047637123327,27.529632491593443
2020-04-06,1383.6327233481077,115.81445694918395,1219.864667074049,20.006825586618934,27.94677373825572
2020-04-07,1452.9580642352973,114.82826008552362,1288.1627088705418,21.683632010914277,28.283463268317192
