Fecha,Totales,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,3.0,1.0,0.0
2020-03-20,191.89581593080428,102.60020196930112,1.0,5.428965816152508
2020-03-21,208.96762286094892,150.62337615886884,1.3257379489691505,7.388811434125396
2020-03-22,245.24353162750492,179.62492072867386,1.7690666350166744,8.074376368197838
2020-03-23,297.9990353432167,212.20432118967727,2.253529217108544,8.871897528400604
2020-03-24,367.28918911073265,255.70777047605637,2.7858430688125817,10.168233324411549
2020-03-25,456.9822173039668,313.0796274709764,3.3959370682772723,12.063436529511442
2020-03-26,573.2171159865106,387.7271118683743,4.119743260047959,14.6706668008649
2020-03-27,724.0249668786278,484.5509194231713,4.999983268099855,18.170778972138372
2020-03-28,903.9227739014216,610.1357546270183,6.090230006428158,22.814506483223198
2020-03-29,1116.971928326238,763.9580067744372,7.45910039542155,28.4347465016876
2020-03-30,1370.177602471184,948.180768222559,9.165185185522803,35.03108829261594
2020-03-31,1671.7311658037665,1167.7213121346037,11.267050483079764,42.753294612504696
2020-04-01,2031.0666424101883,1429.2706329215223,13.832248159830042,51.82966399662929
2020-04-02,2459.2825220799477,1740.9418654386259,16.942027999627804,62.538351432832435
2020-04-03,2969.5707478603113,2112.3760993024607,20.694329085597744,75.20709536413176
2020-04-04,3577.6506225417425,2555.032670827969,25.20675480744565,90.22303319643316
2020-04-05,4302.256169711892,3082.5553427629866,30.62013679923164,108.04546400526087
2020-04-06,5165.711003196019,3711.1995915823013,37.102864639547285,129.22039571966155
