Fecha,Totales,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,3.0,1.0,0.0
2020-03-20,194.03088288088634,102.60020196930112,1.0,5.428965816152508
2020-03-21,213.54964880435153,151.85258482618758,1.3257379489691505,7.455812621912633
2020-03-22,252.68766072412683,182.7497376962618,1.773086706283908,8.23658461363847
2020-03-23,309.04022773994177,217.72957505921818,2.2672817831022174,9.14529439191239
2020-03-24,382.92572593018775,264.25921922601435,2.815999446616961,10.573455585029917
2020-03-25,478.48419739779695,325.48297450148476,3.450406781718755,12.62951912516094
2020-03-26,602.1941565550692,405.04432380176223,4.208177929228412,15.4360048906977
2020-03-27,762.5224846321616,508.1338235539591,5.134338222670274,19.184915305862763
2020-03-28,970.3634320241224,641.702961698951,6.285433141022038,24.140973617283198
2020-03-29,1239.801000993531,814.8035599339861,7.733891558059031,30.651312928806618
2020-03-30,1589.0852489666129,1039.1631675661808,9.572970333787426,39.166854630140044
2020-03-31,2041.8742468457408,1329.9773536000812,11.922981611595834,50.27291918179488
2020-04-01,2628.8357232391277,1706.9414492010728,14.939356762503524,64.72917991339354
2020-04-02,3389.7218135682924,2195.5850684858447,18.823107557307136,83.52127967565356
2020-04-03,4376.05786464406,2829.0000503969077,23.834384337846352,107.92763797509069
